Ticker,Month,Mean Return,Std Return,Highest Return Value,Highest Return Year,Lowest Return Value,Lowest Return Year,Mean Volume,Highest Volume Value,Highest Volume Year,Lowest Volume Value,Lowest Volume Year,Mean ATR,Mean RSI,Mean 20 Day MA,Mean Upper Band,Mean Lower Band,Mean Tenkan-sen,Mean Kijun-sen,Mean Senkou Span A,Mean Senkou Span B,Mean Chikou Span,Close > RSI,Close > Upper Band,High > ATR
MSFT,Jan,1.754932465059909,11.047749604940527,40.77809798270893,2001,-13.02475594766318,2015,1164184750.0,2005531200,2001,493453500,2017,1.7132365309220396,51.16178166121714,72.85586537706274,76.87167081635609,68.8400599377694,72.54557359605506,73.5675266734133,73.64461359024256,71.5893719323154,73.20547943520067,9,6,24
MSFT,Feb,-2.450216696843338,5.732748542061844,8.539596084005673,2015,-16.5644109323144,2008,1013296016.6666666,2324580800,2008,440744000,2017,1.9275846154916856,47.93972788287616,73.60002224472531,78.27692146165889,68.92312302779173,73.88464950113965,73.2569001481547,73.70893598410304,72.96578522197716,73.77613473461386,10,3,24
MSFT,Mar,2.4605808889863696,6.78794211364604,18.881118881118873,2000,-7.309322033898303,2001,1145819354.1666667,2028187600,2000,489169700,2017,2.0613250567491814,50.7427459187139,73.00561645060249,77.37617658817504,68.63505631302995,72.63464350469536,72.9986106004101,73.27091592021937,73.78951524516205,76.14536930813725,8,6,24
MSFT,Apr,2.598802943328891,12.151334605735665,23.885714285714286,2001,-34.35294117647059,2000,1129924837.5,2258146600,2000,433157700,2019,1.85893142656161,55.66370543338314,74.74869532774692,79.63593298283759,69.86145767265624,75.36429963380091,74.03636279615905,72.71818007320073,73.00016308417894,76.62380203837061,8,9,24
MSFT,May,-0.9766194245854268,5.5366780408263665,6.876913432024634,2023,-15.520633714378363,2010,1059072008.3333334,2309193400,2006,495084900,2021,1.841697004235324,50.12898152389773,76.27211385944275,80.60789786840323,71.93632985048228,76.21752674067004,75.84251763555739,74.09400525260152,73.3370057877438,78.98079107758974,8,5,24
MSFT,Jun,3.0847849128761005,8.027199559195363,27.872127872127873,2000,-10.81394996388605,2010,1099919937.5,1971637200,2006,508324300,2019,1.6663229423425931,54.12565177378931,77.31579065000167,81.11781030811663,73.51377099188674,77.81114792020462,77.13668076460496,75.93633604427696,74.4077216440895,81.42145857093654,9,6,24
MSFT,Jul,0.8472780960904457,6.844646793897292,12.16861890138543,2010,-12.734374999999998,2000,1075681941.6666667,2432188000,2002,469851200,2017,1.7568645964895566,56.004085748778266,79.9452839806147,83.79885945951176,76.09170850171763,80.6090859198123,79.53193100158443,76.96208258241974,76.03485608413105,82.06836033352526,7,2,24
MSFT,Aug,0.931745496684834,5.870316947134331,10.009270192813302,2020,-13.808736768723884,2001,925393104.1666666,1719339500,2011,441308900,2021,1.681455639876636,51.23354198749036,81.68609745097217,85.60007344707033,77.77212145487398,81.77290712485342,81.55218696985021,79.49223610735783,77.92880558807911,80.38058774900135,7,5,24
MSFT,Sep,-2.1313158234060414,5.667607460809621,6.420231788123698,2006,-13.60787824529991,2000,995761575.0,1927538700,2008,375983900,2017,1.6891654479616027,49.939396190960565,81.67858362990414,85.65461857671728,77.70254868309097,81.2989271126893,81.63062871782203,81.53797001444059,79.76993728374678,82.21532490631891,9,5,24
MSFT,Oct,5.74170329548162,9.846912637997216,24.94909204763789,2007,-16.33570821697066,2008,1235392929.1666667,3044579400,2008,449950000,2017,1.893471347874111,55.516459110892875,80.4086829148053,84.5578166694181,76.2595491601925,80.57521537615489,80.51979187771325,81.793816074958,81.52831797905237,86.36016451676745,9,12,24
MSFT,Nov,1.2095830258133833,7.183014292850945,12.06708469970903,2023,-16.69691470054446,2000,1062263733.3333334,1983462600,2000,392371800,2019,1.9215345010266327,58.344568926167,83.93163854900409,89.45735135590103,78.40592574210714,85.0767505064196,82.9896096894018,80.33090483396872,81.25192708199285,86.40692309561427,8,3,24
MSFT,Dec,-0.6046464886614936,6.9989721225545205,10.490893089938735,2010,-24.400871459694983,2000,977757745.8333334,2056668200,2000,450303300,2019,1.8057074210909014,52.23127159597012,86.48119840104329,89.86808438947473,83.09431241261184,86.41428826227586,86.02695480708455,83.1097557498942,82.23465365790429,74.19715139556594,8,3,24
